(1, 1): 1.1584, 0.0200, 0.1841, 0.0079
(1, 2): 1.1584, 0.0200, 0.1841, 0.0079
(1, 3): 1.1584, 0.0200, 0.1841, 0.0079
(1, 4): 1.1584, 0.0200, 0.1841, 0.0079
(1, 5): 1.1584, 0.0200, 0.1841, 0.0079
(1, 6): 1.1584, 0.0200, 0.1841, 0.0079
(1, 7): 1.1584, 0.0200, 0.1841, 0.0079
(1, 8): 1.1584, 0.0200, 0.1841, 0.0079
(1, 9): 1.1584, 0.0200, 0.1841, 0.0079
(1, 10): 1.1584, 0.0200, 0.1841, 0.0079
(1, 11): 1.1584, 0.0200, 0.1841, 0.0079
(1, 12): 1.1584, 0.0200, 0.1841, 0.0079
(1, 13): 1.1584, 0.0200, 0.1841, 0.0079
(1, 14): 1.1584, 0.0200, 0.1841, 0.0079
(1, 15): 1.1584, 0.0200, 0.1841, 0.0079
(1, 16): 1.1584, 0.0200, 0.1841, 0.0079
(1, 17): 1.1584, 0.0200, 0.1841, 0.0079
(1, 18): 1.1528, 0.0200, 0.1876, 0.0084
(1, 19): 1.1528, 0.0200, 0.1876, 0.0084
(1, 20): 1.1213, 0.0200, 0.1946, 0.0085
(1, 21): 1.1213, 0.0200, 0.1946, 0.0085
(1, 22): 1.1213, 0.0200, 0.1946, 0.0085
(1, 23): 1.0897, 0.0200, 0.2079, 0.0078
(1, 24): 1.0897, 0.0200, 0.2079, 0.0078
(1, 25): 1.0897, 0.0200, 0.2079, 0.0078
(1, 26): 1.0897, 0.0200, 0.2079, 0.0078
(1, 27): 1.0897, 0.0200, 0.2079, 0.0078
(1, 28): 1.0897, 0.0200, 0.2079, 0.0078
(1, 29): 1.0957, 0.0200, 0.1977, 0.0088
(1, 30): 1.0957, 0.0200, 0.1977, 0.0088
(1, 31): 1.0957, 0.0200, 0.1977, 0.0088
(1, 32): 1.0957, 0.0200, 0.1977, 0.0088
(1, 33): 1.0957, 0.0200, 0.1977, 0.0088
(1, 34): 1.0957, 0.0200, 0.1977, 0.0088
(1, 35): 1.1113, 0.0200, 0.2034, 0.0091
(1, 36): 1.1113, 0.0200, 0.2034, 0.0091
(1, 37): 1.1113, 0.0200, 0.2034, 0.0091
(1, 38): 1.1113, 0.0200, 0.2034, 0.0091
(1, 39): 1.1113, 0.0200, 0.2034, 0.0091
(1, 40): 1.1113, 0.0200, 0.2034, 0.0091
(1, 41): 1.1113, 0.0200, 0.2034, 0.0091
(1, 42): 1.1113, 0.0200, 0.2034, 0.0091
(1, 43): 1.1113, 0.0200, 0.2034, 0.0091
(1, 44): 1.1113, 0.0200, 0.2034, 0.0091
(1, 45): 1.1113, 0.0200, 0.2034, 0.0091
(1, 46): 1.1113, 0.0200, 0.2034, 0.0091
(1, 47): 1.1697, 0.0200, 0.1879, 0.0101
(1, 48): 1.1697, 0.0200, 0.1879, 0.0101
(1, 49): 1.1697, 0.0200, 0.1879, 0.0101
(1, 50): 1.1697, 0.0200, 0.1879, 0.0101
(1, 51): 1.1926, 0.0200, 0.1865, 0.0127
(1, 52): 1.1926, 0.0200, 0.1865, 0.0127
(1, 53): 1.1926, 0.0200, 0.1865, 0.0127
(1, 54): 1.1926, 0.0200, 0.1865, 0.0127
(1, 55): 1.1926, 0.0200, 0.1865, 0.0127
(1, 56): 1.2086, 0.0200, 0.1807, 0.0135
(1, 57): 1.2086, 0.0200, 0.1807, 0.0135
(1, 58): 1.2086, 0.0200, 0.1807, 0.0135
(1, 59): 1.2086, 0.0200, 0.1807, 0.0135
(1, 60): 1.2086, 0.0200, 0.1807, 0.0135
(1, 61): 1.2086, 0.0200, 0.1807, 0.0135
(1, 62): 1.1971, 0.0200, 0.1962, 0.0123
(1, 63): 1.1366, 0.0200, 0.2269, 0.0113
(1, 64): 1.0494, 0.0200, 0.2299, 0.0117
(1, 65): 1.0494, 0.0200, 0.2299, 0.0117
(1, 66): 1.0494, 0.0200, 0.2299, 0.0117
(1, 67): 1.0494, 0.0200, 0.2299, 0.0117
(1, 68): 1.0494, 0.0200, 0.2299, 0.0117
(1, 69): 0.9690, 0.0200, 0.2301, 0.0123
(1, 70): 0.9928, 0.0200, 0.2149, 0.0100
(1, 71): 0.9928, 0.0200, 0.2149, 0.0100
(1, 72): 0.9928, 0.0200, 0.2149, 0.0100
(1, 73): 0.9928, 0.0200, 0.2149, 0.0100
(1, 74): 0.9928, 0.0200, 0.2149, 0.0100
(1, 75): 0.9928, 0.0200, 0.2149, 0.0100
(1, 76): 1.0598, 0.0200, 0.2048, 0.0105
