(17, 1): 0.1766, 11.0128, 3.9946
(17, 2): 0.1766, 11.0128, 3.9946
(17, 3): 0.1541, 11.0140, 4.8887
(17, 4): 0.1822, 11.0015, 4.3104
(17, 5): 0.1822, 11.0015, 4.3104
(17, 6): 0.0869, 11.2492, 5.3815
(17, 7): 0.0624, 11.0272, 5.6628
(17, 8): 0.1053, 11.0299, 5.3824
(17, 9): 0.1053, 11.0299, 5.3824
(17, 10): -0.0238, 11.0164, 6.2462
(17, 11): -0.0579, 11.0408, 5.7602
(17, 12): -0.0579, 11.0408, 5.7602
(17, 13): 0.1282, 11.0434, 4.6488
(17, 14): 0.1662, 11.0209, 4.7890
(17, 15): 0.1662, 11.0209, 4.7890
(17, 16): 0.1582, 11.0124, 5.3003
(17, 17): 0.1530, 11.0516, 5.1413
(17, 18): 0.0951, 11.1243, 5.6163
(17, 19): 0.0951, 11.1243, 5.6163
(17, 20): 0.1992, 11.0976, 5.1428
(17, 21): 0.1492, 11.1194, 5.2999
(17, 22): 0.1492, 11.1194, 5.2999
(17, 23): 0.2165, 11.0175, 4.9258
(17, 24): 0.1660, 11.0234, 5.1429
(17, 25): 0.1660, 11.0234, 5.1429
(17, 26): 0.1566, 11.1271, 5.3986
(17, 27): 0.1546, 11.0499, 5.0934
(17, 28): 0.2238, 11.2510, 5.1035
(17, 29): 0.2238, 11.2510, 5.1035
(17, 30): 0.1778, 11.2180, 4.3981
(17, 31): 0.0977, 11.0811, 5.9238
(17, 32): 0.0977, 11.0811, 5.9238
(17, 33): 0.1915, 11.0994, 5.7408
(17, 34): 0.1792, 11.2493, 6.1179
(17, 35): 0.1792, 11.2493, 6.1179
(17, 36): 0.1697, 11.0025, 4.9201
(17, 37): 0.1143, 11.0049, 5.2028
(18, 1): 0.1413, 11.1366, 4.8863
(18, 2): 0.1413, 11.1366, 4.8863
(18, 3): 0.1653, 11.0423, 4.6959
(18, 4): 0.1213, 11.1600, 5.2971
(18, 5): 0.1384, 11.0283, 5.2560
(18, 6): 0.1384, 11.0283, 5.2560
(18, 7): 0.1016, 11.0320, 5.6383
(18, 8): 0.1433, 11.1162, 4.6952
(18, 9): 0.1433, 11.1162, 4.6952
(18, 10): 0.0456, 11.0400, 4.6375
(18, 11): 0.0725, 11.0525, 4.5573
(18, 12): 0.0725, 11.0525, 4.5573
(18, 13): 0.0797, 11.0410, 5.1736
(18, 14): 0.2563, 11.0395, 3.7250
(18, 15): 0.2563, 11.0395, 3.7250
(18, 16): 0.2353, 11.0743, 4.0534
(18, 17): 0.1511, 11.0527, 5.8244
(18, 18): 0.1074, 11.0089, 5.6999
(18, 19): 0.1074, 11.0089, 5.6999
(18, 20): 0.2207, 11.0504, 5.4670
(18, 21): 0.1005, 11.0118, 6.5282
(18, 22): 0.1005, 11.0118, 6.5282
(18, 23): 0.0897, 11.0420, 5.9369
(18, 24): 0.1769, 11.0379, 4.7254
(18, 25): 0.1769, 11.0379, 4.7254
(18, 26): 0.1894, 11.1232, 5.0967
(18, 27): 0.2581, 11.0632, 4.5455
(18, 28): 0.2581, 11.0632, 4.5455
(18, 29): 0.2231, 11.0483, 5.0716
(18, 30): 0.1521, 11.0135, 5.4161
(18, 31): 0.1173, 11.1362, 6.2658
(18, 32): 0.1173, 11.1362, 6.2658
(18, 33): 0.1613, 11.1093, 6.3935
(18, 34): 0.1519, 11.1101, 5.5186
(18, 35): 0.1519, 11.1101, 5.5186
