(25, 1): 0.1959, 11.0412, 4.6649
(25, 2): 0.2512, 11.0585, 4.1062
(25, 3): 0.2512, 11.0585, 4.1062
(25, 4): 0.1933, 11.0239, 7.5480
(25, 5): 0.2047, 11.0328, 7.5302
(25, 6): 0.2047, 11.0328, 7.5302
(25, 7): 0.1241, 11.0040, 6.8750
(25, 8): 0.1014, 11.0307, 6.8628
(25, 9): 0.1014, 11.0307, 6.8628
(25, 10): 0.0085, 11.0142, 7.9067
(25, 11): 0.1025, 11.2267, 7.1725
(25, 12): 0.1025, 11.2267, 7.1725
(25, 13): 0.1392, 11.0294, 7.0215
(25, 14): 0.1063, 11.0552, 6.9389
(25, 15): 0.1441, 11.0100, 6.2656
(25, 16): 0.1441, 11.0100, 6.2656
(25, 17): 0.1502, 11.0923, 6.5523
(25, 18): 0.1536, 11.0445, 7.3449
(25, 19): 0.1536, 11.0445, 7.3449
(25, 20): 0.2196, 11.0237, 5.3968
(25, 21): 0.1799, 11.0097, 5.8754
(25, 22): 0.1799, 11.0097, 5.8754
(25, 23): 0.2639, 11.0608, 6.0186
(25, 24): 0.2486, 11.0627, 5.6435
(25, 25): 0.2486, 11.0627, 5.6435
(25, 26): 0.2069, 11.0262, 5.9630
(25, 27): 0.2432, 11.0199, 5.5075
(25, 28): 0.2432, 11.0199, 5.5075
(25, 29): 0.3092, 11.0125, 5.0752
(25, 30): 0.2124, 11.0098, 5.0429
(25, 31): 0.2124, 11.0098, 5.0429
(25, 32): 0.1121, 11.0070, 6.0386
(25, 33): 0.0950, 11.0086, 5.5626
(25, 34): 0.1304, 11.0056, 4.8892
(25, 35): 0.1304, 11.0056, 4.8892
(25, 36): 0.2388, 11.1381, 4.5683
(25, 37): 0.2356, 11.1687, 4.7628
(26, 1): 0.0706, 11.0084, 6.0134
(26, 2): 0.2512, 11.0585, 4.1062
(26, 3): 0.2512, 11.0585, 4.1062
(26, 4): 0.1933, 11.0239, 7.5480
(26, 5): 0.2047, 11.0328, 7.5302
(26, 6): 0.2047, 11.0328, 7.5302
(26, 7): 0.3522, 11.0216, 6.0552
(26, 8): 0.2469, 11.1872, 6.8163
(26, 9): 0.2469, 11.1872, 6.8163
(26, 10): 0.2144, 11.0037, 7.2254
(26, 11): 0.2474, 11.1012, 7.4064
(26, 12): 0.2474, 11.1012, 7.4064
(26, 13): 0.2336, 11.0001, 7.6023
(26, 14): 0.2086, 11.0228, 7.2581
(26, 15): 0.2287, 11.0144, 6.8393
(26, 16): 0.2287, 11.0144, 6.8393
(26, 17): 0.2240, 11.0369, 6.4380
(26, 18): 0.2333, 11.0287, 6.4016
(26, 19): 0.2333, 11.0287, 6.4016
(26, 20): 0.2637, 11.0290, 6.0838
(26, 21): 0.2910, 11.0410, 5.8816
(26, 22): 0.2910, 11.0410, 5.8816
(26, 23): 0.3986, 11.0279, 5.0815
(26, 24): 0.1928, 11.0948, 6.1243
(26, 25): 0.1928, 11.0948, 6.1243
(26, 26): 0.2720, 11.0296, 5.6720
(26, 27): 0.2116, 11.0725, 5.7947
(26, 28): 0.2116, 11.0725, 5.7947
(26, 29): 0.3144, 11.0779, 5.6982
(26, 30): 0.5354, 11.0510, 3.7801
(26, 31): 0.5354, 11.0510, 3.7801
(26, 32): 0.2814, 11.0253, 5.4960
(26, 33): 0.2454, 11.0136, 5.0524
(26, 34): 0.3101, 11.0315, 4.4358
(26, 35): 0.3101, 11.0315, 4.4358
(26, 36): 0.2327, 11.0193, 4.0848
(26, 37): 0.2356, 11.1687, 4.7628
(27, 1): 0.0706, 11.0084, 6.0134
(27, 2): 0.4043, 11.2196, 4.1601
(27, 3): 0.4043, 11.2196, 4.1601
(27, 4): 0.2826, 11.1055, 6.4429
(27, 5): 0.3070, 11.0349, 6.4203
(27, 6): 0.3070, 11.0349, 6.4203
(27, 7): 0.3175, 11.0084, 6.4264
(27, 8): 0.2773, 11.0800, 7.2939
(27, 9): 0.2773, 11.0800, 7.2939
(27, 10): 0.3082, 11.0032, 6.7121
(27, 11): 0.3226, 11.1299, 6.7170
(27, 12): 0.2483, 11.1200, 7.4021
(27, 13): 0.2483, 11.1200, 7.4021
(27, 14): 0.3022, 11.0797, 6.2801
(27, 15): 0.2784, 11.0221, 6.4059
(27, 16): 0.2784, 11.0221, 6.4059
(27, 17): 0.3446, 11.1235, 6.0132
(27, 18): 0.3380, 11.0601, 6.3179
(27, 19): 0.3380, 11.0601, 6.3179
(27, 20): 0.3068, 11.0308, 5.3538
(27, 21): 0.2925, 11.0098, 5.6959
(27, 22): 0.2925, 11.0098, 5.6959
(27, 23): 0.1856, 11.0576, 7.1933
(27, 24): 0.2694, 11.0424, 5.8968
(27, 25): 0.2694, 11.0424, 5.8968
(27, 26): 0.2671, 11.0294, 5.7909
(27, 27): 0.2437, 11.0036, 5.6258
(27, 28): 0.2437, 11.0036, 5.6258
(27, 29): 0.3215, 11.1730, 4.5287
(27, 30): 0.3565, 11.0259, 4.3813
(27, 31): 0.3565, 11.0259, 4.3813
(27, 32): 0.2783, 11.0166, 4.8820
(27, 33): 0.3698, 11.0109, 4.3207
(27, 34): 0.3698, 11.0109, 4.3207
(27, 35): 0.3575, 11.0809, 4.4354
(27, 36): 0.2324, 11.0096, 5.2697
(27, 37): 0.2878, 11.0306, 4.3448
(28, 1): 0.1353, 11.5800, 5.3463
(28, 2): 0.2446, 11.0916, 5.7795
(28, 3): 0.2446, 11.0916, 5.7795
(28, 4): 0.3205, 11.0108, 6.2506
(28, 5): 0.4614, 11.0553, 4.9487
(28, 6): 0.4614, 11.0553, 4.9487
(28, 7): 0.3763, 11.0240, 6.0231
(28, 8): 0.4257, 11.0005, 5.7426
(28, 9): 0.4257, 11.0005, 5.7426
(28, 10): 0.3978, 11.0476, 5.9503
(28, 11): 0.3319, 11.0213, 6.1422
(28, 12): 0.3043, 11.1015, 6.3993
(28, 13): 0.3043, 11.1015, 6.3993
(28, 14): 0.2381, 11.0350, 6.8177
(28, 15): 0.2958, 11.0083, 6.1033
(28, 16): 0.2958, 11.0083, 6.1033
(28, 17): 0.3537, 11.0464, 5.7928
(28, 18): 0.4102, 11.1027, 5.3501
(28, 19): 0.4102, 11.1027, 5.3501
(28, 20): 0.3262, 11.0230, 5.3056
(28, 21): 0.3254, 11.0135, 5.3573
(28, 22): 0.3254, 11.0135, 5.3573
(28, 23): 0.2349, 11.0335, 6.6502
(28, 24): 0.2593, 11.0319, 5.6071
(28, 25): 0.2593, 11.0319, 5.6071
(28, 26): 0.1593, 11.0422, 5.4790
(28, 27): 0.1795, 11.0018, 6.1629
(28, 28): 0.1795, 11.0018, 6.1629
(28, 29): 0.2828, 11.0127, 4.1744
(28, 30): 0.2847, 11.0011, 4.9352
(28, 31): 0.2847, 11.0011, 4.9352
(28, 32): 0.3472, 11.0057, 4.8514
(28, 33): 0.2500, 11.0080, 4.9276
(28, 34): 0.2500, 11.0080, 4.9276
(28, 35): 0.2868, 11.0085, 4.5440
(28, 36): 0.2456, 11.0197, 4.7778
(28, 37): 0.2681, 11.0623, 4.6531
(29, 1): 0.1624, 11.0190, 5.8126
(29, 2): 0.3504, 11.0402, 5.1290
(29, 3): 0.3504, 11.0402, 5.1290
(29, 4): 0.4092, 11.0494, 5.8360
