(122, 81): 0.6491, 0.0200, 0.0440
(123, 76): 0.6081, 0.0200, 0.0466
(123, 77): 0.6360, 0.0200, 0.0453
(123, 78): 0.6378, 0.0200, 0.0448
(123, 79): 0.6484, 0.0200, 0.0445
(124, 76): 0.6039, 0.0200, 0.0480
(124, 77): 0.6123, 0.0200, 0.0472
(124, 78): 0.6127, 0.0200, 0.0472
(124, 79): 0.6191, 0.0200, 0.0473
(125, 77): 0.6029, 0.0200, 0.0488
(125, 78): 0.6031, 0.0200, 0.0486
(125, 79): 0.5884, 0.0200, 0.0497
(125, 80): 0.6147, 0.0200, 0.0484
(126, 76): 0.5925, 0.0200, 0.0501
(126, 77): 0.6443, 0.0200, 0.0475
(126, 78): 0.6011, 0.0200, 0.0496
(126, 79): 0.5962, 0.0200, 0.0501
(126, 80): 0.5636, 0.0200, 0.0522
(126, 81): 0.5808, 0.0200, 0.0510
(126, 82): 0.5953, 0.0200, 0.0500
(126, 83): 0.5759, 0.0200, 0.0508
