(127, 76): 0.5815, 0.0200, 0.0486
(127, 77): 0.5737, 0.0200, 0.0515
(127, 78): 0.5649, 0.0200, 0.0524
(127, 79): 0.5052, 0.0200, 0.0662
(127, 80): 0.5828, 0.0200, 0.0512
(127, 81): 0.5830, 0.0200, 0.0510
(127, 82): 0.5747, 0.0200, 0.0489
(127, 83): 0.5765, 0.0200, 0.0514
(128, 76): 0.5795, 0.0200, 0.0515
(128, 77): 0.5778, 0.0200, 0.0518
(128, 78): 0.5712, 0.0200, 0.0524
(128, 79): 0.5750, 0.0200, 0.0519
(128, 80): 0.5720, 0.0200, 0.0522
(128, 81): 0.5653, 0.0200, 0.0525
(128, 82): 0.5753, 0.0200, 0.0520
(128, 83): 0.5847, 0.0200, 0.0517
(128, 84): 0.5758, 0.0200, 0.0513
(128, 85): 0.5687, 0.0200, 0.0517
(128, 86): 0.5872, 0.0200, 0.0497
(129, 76): 0.5829, 0.0200, 0.0515
(129, 77): 0.5773, 0.0200, 0.0522
(129, 78): 0.5847, 0.0200, 0.0520
(129, 79): 0.5924, 0.0200, 0.0574
(129, 80): 0.5607, 0.0200, 0.0535
(129, 81): 0.5714, 0.0200, 0.0525
(129, 82): 0.5769, 0.0200, 0.0521
(129, 83): 0.5686, 0.0200, 0.0523
(129, 84): 0.5435, 0.0200, 0.0552
(129, 85): 0.5678, 0.0200, 0.0521
(129, 86): 0.5814, 0.0200, 0.0505
(130, 75): 0.5837, 0.0200, 0.0515
(130, 76): 0.7921, 0.0200, 0.0479
(130, 77): 0.5925, 0.0200, 0.0520
(130, 78): 0.5857, 0.0200, 0.0525
(130, 79): 0.5723, 0.0200, 0.0532
(130, 80): 0.5559, 0.0200, 0.0544
(130, 81): 0.5685, 0.0200, 0.0530
(130, 82): 0.5589, 0.0200, 0.0530
(130, 83): 0.5702, 0.0200, 0.0524
(130, 84): 0.4638, 0.0200, 0.0580
(130, 85): 0.5485, 0.0200, 0.0524
(130, 86): 0.5888, 0.0200, 0.0507
(131, 74): 0.5834, 0.0200, 0.0510
(131, 75): 0.6072, 0.0200, 0.0593
(131, 76): 0.5954, 0.0200, 0.0517
(131, 77): 0.5923, 0.0200, 0.0523
(131, 78): 0.5796, 0.0200, 0.0531
(131, 79): 0.5681, 0.0200, 0.0541
(131, 80): 0.5527, 0.0200, 0.0549
(131, 81): 0.5659, 0.0200, 0.0532
(131, 82): 0.6182, 0.0200, 0.0537
(131, 83): 0.5880, 0.0200, 0.0519
(131, 84): 0.5980, 0.0200, 0.0523
(131, 85): 0.5049, 0.0200, 0.0545
(131, 86): 0.5723, 0.0200, 0.0522
