I,J,Region_ID,Latitude,Longitude
14,5,239,51.77619047619048,3.8117647058823527
14,6,240,51.77619047619048,4.0397058823529415
14,7,241,51.77619047619048,4.267647058823529
14,8,242,51.77619047619048,4.495588235294118
14,9,243,51.77619047619048,4.723529411764706
14,10,244,51.77619047619048,4.951470588235294
14,11,245,51.77619047619048,5.179411764705883
14,12,246,51.77619047619048,5.407352941176471
14,13,247,51.77619047619048,5.635294117647058
14,14,248,51.77619047619048,5.863235294117647
14,15,249,51.77619047619048,6.091176470588236
14,16,250,51.77619047619048,6.319117647058824
14,17,251,51.77619047619048,6.547058823529412
14,18,252,51.77619047619048,6.775
15,1,253,51.86666666666667,2.9
15,2,254,51.86666666666667,3.1279411764705882
15,3,255,51.86666666666667,3.3558823529411765
15,4,256,51.86666666666667,3.583823529411765
15,5,257,51.86666666666667,3.8117647058823527
15,6,258,51.86666666666667,4.0397058823529415
15,7,259,51.86666666666667,4.267647058823529
15,8,260,51.86666666666667,4.495588235294118
15,9,261,51.86666666666667,4.723529411764706
15,10,262,51.86666666666667,4.951470588235294
15,11,263,51.86666666666667,5.179411764705883
15,12,264,51.86666666666667,5.407352941176471
15,13,265,51.86666666666667,5.635294117647058
15,14,266,51.86666666666667,5.863235294117647
15,15,267,51.86666666666667,6.091176470588236
15,16,268,51.86666666666667,6.319117647058824
15,17,269,51.86666666666667,6.547058823529412
15,18,270,51.86666666666667,6.775
16,1,271,51.957142857142856,2.9
16,2,272,51.957142857142856,3.1279411764705882
16,3,273,51.957142857142856,3.3558823529411765
16,4,274,51.957142857142856,3.583823529411765
16,5,275,51.957142857142856,3.8117647058823527
16,6,276,51.957142857142856,4.0397058823529415
16,7,277,51.957142857142856,4.267647058823529
16,8,278,51.957142857142856,4.495588235294118
16,9,279,51.957142857142856,4.723529411764706
16,10,280,51.957142857142856,4.951470588235294
16,11,281,51.957142857142856,5.179411764705883
16,12,282,51.957142857142856,5.407352941176471
16,13,283,51.957142857142856,5.635294117647058
16,14,284,51.957142857142856,5.863235294117647
16,15,285,51.957142857142856,6.091176470588236
16,16,286,51.957142857142856,6.319117647058824
16,17,287,51.957142857142856,6.547058823529412
16,18,288,51.957142857142856,6.775
17,1,289,52.04761904761905,2.9
17,2,290,52.04761904761905,3.1279411764705882
17,3,291,52.04761904761905,3.3558823529411765
17,4,292,52.04761904761905,3.583823529411765
17,5,293,52.04761904761905,3.8117647058823527
17,6,294,52.04761904761905,4.0397058823529415
17,7,295,52.04761904761905,4.267647058823529
17,8,296,52.04761904761905,4.495588235294118
17,9,297,52.04761904761905,4.723529411764706
17,10,298,52.04761904761905,4.951470588235294
17,11,299,52.04761904761905,5.179411764705883
17,12,300,52.04761904761905,5.407352941176471
17,13,301,52.04761904761905,5.635294117647058
17,14,302,52.04761904761905,5.863235294117647
17,15,303,52.04761904761905,6.091176470588236
17,16,304,52.04761904761905,6.319117647058824
17,17,305,52.04761904761905,6.547058823529412
17,18,306,52.04761904761905,6.775
18,1,307,52.13809523809524,2.9
18,2,308,52.13809523809524,3.1279411764705882
18,3,309,52.13809523809524,3.3558823529411765
18,4,310,52.13809523809524,3.583823529411765
18,5,311,52.13809523809524,3.8117647058823527
18,6,312,52.13809523809524,4.0397058823529415
18,7,313,52.13809523809524,4.267647058823529
18,8,314,52.13809523809524,4.495588235294118
18,9,315,52.13809523809524,4.723529411764706
18,10,316,52.13809523809524,4.951470588235294
18,11,317,52.13809523809524,5.179411764705883
18,12,318,52.13809523809524,5.407352941176471
18,13,319,52.13809523809524,5.635294117647058
18,14,320,52.13809523809524,5.863235294117647
18,15,321,52.13809523809524,6.091176470588236
18,16,322,52.13809523809524,6.319117647058824
18,17,323,52.13809523809524,6.547058823529412
18,18,324,52.13809523809524,6.775
19,1,325,52.22857142857143,2.9
19,2,326,52.22857142857143,3.1279411764705882
19,3,327,52.22857142857143,3.3558823529411765
19,4,328,52.22857142857143,3.583823529411765
19,5,329,52.22857142857143,3.8117647058823527
19,6,330,52.22857142857143,4.0397058823529415
19,7,331,52.22857142857143,4.267647058823529
19,8,332,52.22857142857143,4.495588235294118
19,9,333,52.22857142857143,4.723529411764706
19,10,334,52.22857142857143,4.951470588235294
19,11,335,52.22857142857143,5.179411764705883
19,12,336,52.22857142857143,5.407352941176471
19,13,337,52.22857142857143,5.635294117647058
19,14,338,52.22857142857143,5.863235294117647
19,15,339,52.22857142857143,6.091176470588236
19,16,340,52.22857142857143,6.319117647058824
19,17,341,52.22857142857143,6.547058823529412
19,18,342,52.22857142857143,6.775
20,1,343,52.319047619047616,2.9
20,2,344,52.319047619047616,3.1279411764705882
20,3,345,52.319047619047616,3.3558823529411765
20,4,346,52.319047619047616,3.583823529411765
20,5,347,52.319047619047616,3.8117647058823527
20,6,348,52.319047619047616,4.0397058823529415
20,7,349,52.319047619047616,4.267647058823529
20,8,350,52.319047619047616,4.495588235294118
20,9,351,52.319047619047616,4.723529411764706
20,10,352,52.319047619047616,4.951470588235294
20,11,353,52.319047619047616,5.179411764705883
20,12,354,52.319047619047616,5.407352941176471
20,13,355,52.319047619047616,5.635294117647058
20,14,356,52.319047619047616,5.863235294117647
20,15,357,52.319047619047616,6.091176470588236
20,16,358,52.319047619047616,6.319117647058824
20,17,359,52.319047619047616,6.547058823529412
20,18,360,52.319047619047616,6.775
21,1,361,52.40952380952381,2.9
21,2,362,52.40952380952381,3.1279411764705882
21,3,363,52.40952380952381,3.3558823529411765
21,4,364,52.40952380952381,3.583823529411765
21,5,365,52.40952380952381,3.8117647058823527
21,6,366,52.40952380952381,4.0397058823529415
21,7,367,52.40952380952381,4.267647058823529
21,8,368,52.40952380952381,4.495588235294118
21,9,369,52.40952380952381,4.723529411764706
21,10,370,52.40952380952381,4.951470588235294
21,11,371,52.40952380952381,5.179411764705883
21,12,372,52.40952380952381,5.407352941176471
21,13,373,52.40952380952381,5.635294117647058
21,14,374,52.40952380952381,5.863235294117647
21,15,375,52.40952380952381,6.091176470588236
21,16,376,52.40952380952381,6.319117647058824
21,17,377,52.40952380952381,6.547058823529412
21,18,378,52.40952380952381,6.775
22,1,379,52.5,2.9
22,2,380,52.5,3.1279411764705882
22,3,381,52.5,3.3558823529411765
22,4,382,52.5,3.583823529411765
22,5,383,52.5,3.8117647058823527
22,6,384,52.5,4.0397058823529415
22,7,385,52.5,4.267647058823529
22,8,386,52.5,4.495588235294118
22,9,387,52.5,4.723529411764706
22,10,388,52.5,4.951470588235294
22,11,389,52.5,5.179411764705883
22,12,390,52.5,5.407352941176471
22,13,391,52.5,5.635294117647058
22,14,392,52.5,5.863235294117647
22,15,393,52.5,6.091176470588236
22,16,394,52.5,6.319117647058824
22,17,395,52.5,6.547058823529412
22,18,396,52.5,6.775
